legs,i2_dep_1_place,i1_legid,o_dlv_e,i2_dlv_e,o_rcf_1_place,o_dep_1_e,i1_dlv_e
3.0,815,1385.0,1668.0,16,671.0,776.0,75.0
1.0,505,6788.0,1667.0,2399,256.0,451.0,134.0
3.0,700,14291.0,820.0,2851,349.0,54.0,43.0
2.0,571,1028.0,5145.0,1158,349.0,474.0,1421.0
2.0,256,5032.0,831.0,812,485.0,243.0,3038.0
2.0,556,13260.0,9141.0,728,815.0,964.0,227.0
1.0,505,949.0,70.0,2399,671.0,1057.0,4259.0
2.0,614,4984.0,27012.0,857,243.0,924.0,108.0
2.0,441,8996.0,227.0,4581,128.0,431.0,4579.0
3.0,128,12129.0,573.0,58544,538.0,807.0,382.0
1.0,505,1371.0,4860.0,2399,206.0,265.0,4.0
3.0,308,9946.0,1139.0,166,700.0,247.0,1348.0
3.0,431,2720.0,334.0,131,281.0,918.0,1370.0
1.0,505,2550.0,2291.0,2399,128.0,134.0,1.0
1.0,505,183.0,7.0,2399,700.0,1382.0,9.0
2.0,628,454.0,1094.0,5028,128.0,632.0,2422.0
2.0,770,7234.0,481.0,1259,128.0,833.0,1140.0
2.0,798,12282.0,3374.0,391,398.0,123.0,370.0
3.0,349,5065.0,143.0,5371,128.0,1040.0,5156.0
2.0,349,14179.0,999.0,3,609.0,691.0,1465.0
1.0,505,5179.0,170.0,2399,700.0,398.0,495.0
3.0,815,10910.0,1266.0,118,700.0,940.0,1668.0
3.0,610,566.0,19152.0,1771,187.0,1452.0,1373.0
2.0,431,11668.0,9736.0,2795,112.0,1360.0,21.0
2.0,174,330.0,521.0,2867,527.0,759.0,2418.0
2.0,485,12255.0,8838.0,68,628.0,1336.0,4432.0
2.0,571,7241.0,3465.0,1256,349.0,666.0,214.0
2.0,700,12735.0,175.0,878,609.0,632.0,1708.0
1.0,505,7517.0,3327.0,2399,555.0,444.0,167.0
2.0,128,8952.0,154.0,137,128.0,974.0,1363.0
2.0,256,8988.0,1596.0,1078,256.0,425.0,732.0
1.0,505,6575.0,2435.0,2399,700.0,193.0,1093.0
3.0,597,4933.0,159.0,16,815.0,177.0,19.0
2.0,233,1604.0,1234.0,7741,753.0,560.0,30.0
3.0,614,9385.0,17.0,862,485.0,149.0,850.0
3.0,281,1927.0,2748.0,626,281.0,562.0,592.0
2.0,236,6757.0,78786.0,54,128.0,550.0,4495.0
3.0,341,3232.0,4325.0,846,128.0,410.0,1162.0
3.0,349,5137.0,317.0,6323,128.0,1001.0,5003.0
2.0,128,13543.0,4039.0,151,128.0,1127.0,324.0
3.0,411,13937.0,618.0,2465,700.0,124.0,176.0
2.0,485,9990.0,217.0,459,524.0,779.0,3435.0
1.0,505,9426.0,100.0,2399,485.0,93.0,849.0
1.0,505,844.0,814.0,2399,700.0,267.0,1381.0
2.0,700,13351.0,3933.0,322,128.0,763.0,318.0
1.0,505,6907.0,1085.0,2399,485.0,767.0,688.0
3.0,243,932.0,1277.0,1441,700.0,2242.0,2075.0
3.0,398,6917.0,855.0,2660,128.0,940.0,109.0
1.0,505,12109.0,1630.0,2399,485.0,289.0,474.0
1.0,505,8567.0,1.0,2399,610.0,142.0,400.0
2.0,700,12750.0,537.0,1202,317.0,465.0,4702.0
2.0,281,12344.0,1472.0,677,710.0,1358.0,2006.0
2.0,609,84.0,246.0,53,413.0,348.0,17.0
2.0,671,4503.0,1514.0,7095,256.0,1234.0,2348.0
2.0,361,5725.0,336.0,4193,128.0,292.0,1020.0
1.0,505,6124.0,529.0,2399,196.0,521.0,98.0
3.0,257,5161.0,3721.0,636,128.0,635.0,9.0
1.0,505,8123.0,10203.0,2399,441.0,1018.0,666.0
1.0,505,1477.0,12940.0,2399,815.0,217.0,1039.0
1.0,505,9602.0,13500.0,2399,700.0,400.0,2777.0
2.0,128,1725.0,8.0,886,610.0,91.0,154.0
2.0,815,2783.0,5776.0,4191,571.0,158.0,1552.0
1.0,505,8725.0,831.0,2399,609.0,1202.0,24.0
2.0,476,8293.0,1463.0,795,485.0,360.0,2689.0
3.0,597,5231.0,550.0,733,485.0,169.0,2765.0
2.0,815,10865.0,233.0,2074,700.0,584.0,3519.0
2.0,128,8376.0,1333.0,847,128.0,345.0,1346.0
1.0,505,2040.0,2633.0,2399,700.0,118.0,213.0
3.0,614,9372.0,263.0,851,610.0,597.0,902.0
3.0,166,5643.0,1256.0,827,476.0,834.0,240.0
1.0,505,14616.0,13303.0,2399,431.0,998.0,1415.0
3.0,635,7927.0,422.0,455,628.0,172.0,241.0
2.0,815,9921.0,993.0,6,256.0,163.0,7.0
1.0,505,4870.0,658.0,2399,815.0,1588.0,7.0
3.0,485,1623.0,15602.0,74,597.0,831.0,1540.0
1.0,505,99.0,349.0,2399,128.0,321.0,1145.0
1.0,505,8730.0,168.0,2399,485.0,484.0,153.0
2.0,398,10172.0,10560.0,1344,700.0,199.0,123.0
1.0,505,10438.0,29.0,2399,700.0,1010.0,769.0
2.0,789,8075.0,315.0,58,700.0,2293.0,1214.0
1.0,505,2857.0,1500.0,2399,144.0,1149.0,1807.0
3.0,456,8509.0,460.0,395,128.0,623.0,2813.0
3.0,700,13148.0,20280.0,868,700.0,310.0,1397.0
3.0,431,9435.0,199.0,161,527.0,187.0,840.0
2.0,815,14215.0,726.0,740,349.0,409.0,8242.0
3.0,128,4026.0,3388.0,288,815.0,457.0,1740.0
3.0,614,6580.0,782.0,1091,166.0,193.0,76.0
1.0,505,4265.0,60.0,2399,700.0,851.0,2532.0
3.0,349,5755.0,1377.0,1887,527.0,271.0,1269.0
1.0,505,12494.0,9039.0,2399,571.0,885.0,1051.0
1.0,505,8165.0,109.0,2399,152.0,929.0,653.0
3.0,128,7238.0,4282.0,494,128.0,769.0,1162.0
2.0,349,8133.0,250.0,172,815.0,244.0,76.0
3.0,431,8827.0,1624.0,295,174.0,745.0,889.0
3.0,456,10133.0,11563.0,1465,561.0,365.0,1519.0
2.0,490,6491.0,129.0,4253,700.0,531.0,59.0
3.0,671,4073.0,8029.0,25080,700.0,389.0,6589.0
1.0,505,7647.0,208.0,2399,413.0,1065.0,9.0
2.0,700,7315.0,3232.0,720,149.0,950.0,231.0
3.0,445,6505.0,1158.0,211,815.0,254.0,491.0
1.0,505,12719.0,3729.0,2399,597.0,479.0,598.0
1.0,505,9652.0,1197.0,2399,700.0,146.0,17495.0
3.0,134,8584.0,652.0,2155,700.0,948.0,658.0
2.0,555,766.0,516.0,1008,555.0,393.0,33.0
3.0,597,10276.0,50.0,219,571.0,245.0,584.0
2.0,128,9971.0,1608.0,1772,485.0,1034.0,226.0
2.0,371,4356.0,24.0,477,371.0,2688.0,560.0
1.0,505,372.0,168.0,2399,671.0,1391.0,849.0
1.0,505,11203.0,680.0,2399,216.0,1447.0,91.0
2.0,609,2945.0,147.0,826,815.0,1701.0,941.0
1.0,505,79.0,610.0,2399,149.0,1974.0,33.0
1.0,505,5136.0,779.0,2399,128.0,987.0,3109.0
3.0,597,4986.0,2717.0,702,174.0,731.0,65.0
2.0,236,2115.0,25.0,1108,700.0,401.0,2631.0
1.0,505,10731.0,2337.0,2399,349.0,875.0,8.0
2.0,398,2882.0,1916.0,4029,783.0,1381.0,1508.0
2.0,134,2745.0,374.0,152,413.0,1075.0,309.0
3.0,476,12367.0,1194.0,654,609.0,1143.0,21.0
3.0,485,1155.0,27120.0,4,206.0,629.0,157.0
3.0,815,588.0,6854.0,417,597.0,395.0,4917.0
3.0,391,13057.0,301.0,37,413.0,2753.0,5320.0
2.0,371,10772.0,204.0,463,597.0,306.0,715.0
3.0,815,5692.0,1015.0,309,815.0,749.0,3411.0
2.0,134,10267.0,2485.0,998,128.0,555.0,500.0
3.0,281,8182.0,5961.0,3620,349.0,284.0,251.0
2.0,815,628.0,1790.0,293,349.0,256.0,3868.0
1.0,505,3560.0,16020.0,2399,149.0,1060.0,3297.0
3.0,476,12617.0,579.0,763,349.0,581.0,1285.0
2.0,700,776.0,1695.0,3321,484.0,2721.0,777.0
2.0,281,6883.0,86473.0,20,597.0,1374.0,3460.0
2.0,614,366.0,3176.0,891,774.0,795.0,2259.0
3.0,815,4490.0,6.0,146,700.0,467.0,1377.0
3.0,700,10768.0,1459.0,1725,700.0,727.0,192.0
2.0,128,14454.0,163.0,1,128.0,722.0,3491.0
3.0,216,9529.0,30740.0,105,349.0,466.0,878.0
1.0,505,5054.0,11641.0,2399,485.0,304.0,2720.0
2.0,326,8456.0,24096.0,1281,815.0,154.0,313.0
2.0,153,5239.0,1467.0,13719,128.0,1102.0,221.0
2.0,671,12057.0,1710.0,2786,700.0,1187.0,1947.0
3.0,815,1484.0,882.0,45,538.0,426.0,31.0
1.0,505,4173.0,661.0,2399,700.0,1076.0,5082.0
2.0,256,262.0,9845.0,36,579.0,1436.0,1023.0
2.0,233,9355.0,108.0,1039,527.0,187.0,892.0
3.0,431,385.0,5378.0,47,153.0,390.0,872.0
3.0,524,5124.0,19.0,6182,783.0,205.0,205.0
1.0,505,6269.0,454.0,2399,662.0,1428.0,2992.0
1.0,505,6818.0,615.0,2399,349.0,180.0,57.0
3.0,485,9100.0,2991.0,290,257.0,859.0,1523.0
3.0,128,1695.0,782.0,4259,610.0,192.0,710.0
2.0,134,2547.0,32.0,3438,700.0,751.0,1102.0
1.0,505,1903.0,3153.0,2399,395.0,2493.0,22.0
2.0,485,14036.0,5152.0,427,349.0,1056.0,2076.0
3.0,815,10436.0,29.0,170,149.0,355.0,5821.0
3.0,815,2831.0,1935.0,33,349.0,282.0,1.0
2.0,527,1198.0,1423.0,1934,128.0,660.0,1343.0
2.0,815,930.0,1459.0,1315,128.0,1255.0,1056.0
2.0,815,1454.0,554.0,5,196.0,694.0,55.0
1.0,505,2804.0,9.0,2399,555.0,206.0,4160.0
1.0,505,259.0,6598.0,2399,609.0,1569.0,886.0
3.0,484,11556.0,1356.0,2097,149.0,178.0,1501.0
3.0,411,7002.0,580.0,1460,485.0,47.0,4300.0
2.0,349,13986.0,3969.0,433,700.0,974.0,21847.0
3.0,233,5228.0,119.0,83,609.0,1213.0,63.0
3.0,815,11973.0,534.0,744,700.0,112.0,835.0
2.0,614,9380.0,114.0,840,485.0,132.0,861.0
1.0,505,10769.0,1869.0,2399,221.0,220.0,8340.0
3.0,809,135.0,73.0,996,524.0,614.0,78.0
1.0,505,14622.0,772.0,2399,485.0,260.0,1335.0
3.0,411,3949.0,75.0,1162,700.0,202.0,90.0
3.0,403,5008.0,1029.0,64,485.0,172.0,3519.0
1.0,505,4703.0,1184.0,2399,349.0,797.0,1604.0
1.0,505,4520.0,1284.0,2399,256.0,1647.0,1403.0
2.0,700,9112.0,4832.0,2652,349.0,1639.0,3368.0
2.0,476,253.0,30.0,946,527.0,127.0,812.0
2.0,815,1670.0,1181.0,257,128.0,678.0,1496.0
3.0,597,12173.0,44387.0,416,149.0,727.0,1862.0
1.0,505,11864.0,1938.0,2399,671.0,745.0,1784.0
3.0,308,13312.0,160.0,903,700.0,652.0,138.0
3.0,391,10523.0,460.0,168,128.0,491.0,2320.0
2.0,113,2062.0,4412.0,462,481.0,652.0,73.0
1.0,505,5980.0,914.0,2399,727.0,141.0,1128.0
2.0,614,5018.0,1272.0,893,700.0,1025.0,791.0
1.0,505,14620.0,4621.0,2399,571.0,841.0,4256.0
3.0,789,4148.0,7785.0,1129,815.0,194.0,38.0
3.0,583,12611.0,105.0,113,128.0,114.0,766.0
3.0,485,10451.0,1311.0,232,341.0,756.0,1157.0
3.0,476,9506.0,503.0,712,349.0,169.0,3746.0
3.0,431,57.0,158.0,60,485.0,270.0,1636.0
1.0,505,5459.0,12980.0,2399,256.0,215.0,70.0
3.0,144,13385.0,92.0,3,555.0,499.0,8.0
3.0,476,336.0,256.0,1007,485.0,106.0,104.0
2.0,456,7480.0,31411.0,209,815.0,327.0,185.0
2.0,809,12139.0,665.0,753,128.0,849.0,1148.0
3.0,391,3720.0,6.0,464,700.0,1048.0,170.0
1.0,505,4299.0,408.0,2399,128.0,414.0,1286.0
3.0,597,2071.0,18259.0,975,609.0,448.0,437.0
2.0,815,4715.0,3299.0,2447,149.0,547.0,1205.0
3.0,815,11389.0,466.0,1048,671.0,182.0,270.0
2.0,308,10665.0,147.0,96,700.0,2340.0,158.0
2.0,403,25.0,91.0,42,485.0,106.0,83.0
2.0,597,302.0,656.0,892,770.0,154.0,157.0
3.0,815,13535.0,1010.0,60,700.0,204.0,974.0
1.0,505,12741.0,711.0,2399,700.0,411.0,16440.0
2.0,815,13637.0,446.0,3204,128.0,462.0,167.0
3.0,614,155.0,5974.0,887,597.0,1362.0,1138.0
2.0,671,11819.0,4011.0,1511,201.0,1617.0,2751.0
2.0,349,14199.0,335.0,101,128.0,233.0,1587.0
2.0,468,1082.0,201.0,1078,700.0,4664.0,4874.0
2.0,809,8581.0,685.0,824,700.0,320.0,4295.0
3.0,128,8209.0,239.0,5982,349.0,1191.0,11284.0
2.0,815,6830.0,1860.0,12347,349.0,2079.0,1683.0
1.0,505,5877.0,752.0,2399,671.0,904.0,321.0
1.0,505,4427.0,19.0,2399,815.0,191.0,4014.0
1.0,505,7598.0,443.0,2399,128.0,193.0,152.0
2.0,485,1696.0,5460.0,1105,128.0,710.0,596.0
3.0,476,14471.0,755.0,5576,815.0,315.0,1480.0
3.0,815,10855.0,188.0,2529,341.0,425.0,2714.0
3.0,815,6604.0,370.0,3082,700.0,1824.0,195.0
2.0,391,10477.0,1869.0,1126,349.0,244.0,242.0
1.0,505,4036.0,216.0,2399,609.0,977.0,1288.0
1.0,505,2773.0,264.0,2399,128.0,232.0,1915.0
3.0,128,5134.0,348.0,10354,700.0,160.0,4975.0
3.0,128,13387.0,930.0,665,349.0,390.0,1318.0
3.0,663,3842.0,610.0,1778,700.0,1027.0,270.0
3.0,700,2439.0,18.0,3340,671.0,745.0,9166.0
2.0,236,5893.0,2932.0,350,815.0,551.0,5384.0
1.0,505,12706.0,1358.0,2399,671.0,406.0,221.0
1.0,505,8252.0,8600.0,2399,579.0,2000.0,2314.0
1.0,505,8358.0,9.0,2399,403.0,562.0,476.0
1.0,505,11855.0,3400.0,2399,128.0,112.0,900.0
2.0,236,5393.0,7269.0,344,128.0,3064.0,19178.0
1.0,505,10288.0,1229.0,2399,485.0,403.0,805.0
1.0,505,5727.0,2526.0,2399,609.0,1374.0,1608.0
2.0,597,13261.0,12.0,1461,778.0,932.0,398.0
1.0,505,9495.0,2013.0,2399,700.0,1120.0,173.0
3.0,609,249.0,249.0,14,815.0,413.0,20.0
3.0,614,4932.0,790.0,3720,555.0,961.0,147.0
2.0,548,11243.0,3453.0,68,561.0,1019.0,1909.0
2.0,349,5969.0,333.0,596,128.0,397.0,1368.0
1.0,505,8600.0,681.0,2399,128.0,114.0,4282.0
2.0,256,5063.0,1452.0,37,140.0,925.0,3837.0
3.0,815,2601.0,98.0,6614,700.0,982.0,6679.0
2.0,809,10007.0,763.0,863,166.0,183.0,768.0
3.0,216,7556.0,20949.0,215,500.0,226.0,1479.0
3.0,815,10652.0,2671.0,771,149.0,789.0,1934.0
3.0,456,3980.0,859.0,1887,149.0,463.0,163.0
3.0,206,4732.0,482.0,4838,128.0,348.0,1765.0
2.0,485,1626.0,165.0,35,113.0,773.0,123.0
2.0,476,7741.0,235.0,441,409.0,487.0,834.0
1.0,505,5237.0,428.0,2399,700.0,147.0,867.0
1.0,505,14652.0,6058.0,2399,700.0,221.0,173.0
1.0,505,5000.0,1454.0,2399,485.0,275.0,3825.0
2.0,815,637.0,1252.0,18501,371.0,426.0,1400.0
3.0,815,13008.0,2844.0,1535,700.0,234.0,1417.0
1.0,505,2694.0,2404.0,2399,809.0,1273.0,1538.0
1.0,505,77.0,156.0,2399,485.0,200.0,47.0
1.0,505,7868.0,1733.0,2399,174.0,491.0,1580.0
1.0,505,4193.0,200.0,2399,699.0,972.0,458.0
3.0,538,6957.0,3393.0,6384,349.0,687.0,1196.0
1.0,505,8777.0,19.0,2399,700.0,131.0,1053.0
1.0,505,3764.0,341.0,2399,798.0,189.0,738.0
1.0,505,6328.0,716.0,2399,628.0,330.0,1573.0
2.0,753,10698.0,5425.0,298,597.0,359.0,768.0
1.0,505,5351.0,1619.0,2399,128.0,2041.0,4839.0
2.0,413,1728.0,1049.0,1230,468.0,1139.0,1398.0
2.0,671,4497.0,4388.0,2422,700.0,3725.0,946.0
2.0,721,8870.0,1400.0,260,349.0,273.0,1427.0
2.0,671,4435.0,681.0,2592,671.0,1123.0,1239.0
3.0,233,8967.0,3487.0,763,371.0,317.0,13.0
2.0,128,3403.0,27120.0,818,700.0,251.0,116.0
2.0,485,8394.0,546.0,392,174.0,596.0,190.0
2.0,727,1125.0,6073.0,13526,700.0,295.0,2805.0
3.0,411,10297.0,4795.0,2150,281.0,142.0,3988.0
1.0,505,2738.0,3026.0,2399,349.0,2847.0,200.0
3.0,256,6719.0,278.0,191,174.0,283.0,2.0
3.0,753,62.0,1785.0,87,700.0,1854.0,1329.0
1.0,505,4652.0,916.0,2399,468.0,2709.0,338.0
3.0,579,12199.0,539.0,41,783.0,232.0,175.0
3.0,815,4197.0,1380.0,10027,815.0,728.0,5502.0
3.0,555,8203.0,2259.0,104,308.0,373.0,144.0
1.0,505,21.0,1221.0,2399,485.0,253.0,2614.0
2.0,341,9723.0,196.0,1901,700.0,668.0,908.0
3.0,128,6833.0,861.0,637,700.0,1138.0,20340.0
2.0,144,13400.0,2363.0,2910,349.0,1989.0,401.0
2.0,349,9282.0,4393.0,1245,815.0,163.0,1009.0
2.0,216,7475.0,281.0,822,700.0,320.0,1709.0
1.0,505,621.0,5793.0,2399,128.0,813.0,1333.0
1.0,505,254.0,1139.0,2399,700.0,1050.0,2238.0
1.0,505,6706.0,16918.0,2399,700.0,1123.0,513.0
1.0,505,6462.0,1218.0,2399,700.0,1328.0,5727.0
1.0,505,227.0,10851.0,2399,206.0,986.0,14.0
2.0,700,7227.0,857.0,1786,349.0,744.0,12.0
3.0,614,2730.0,416.0,888,174.0,335.0,75.0
1.0,505,10919.0,2415.0,2399,149.0,1546.0,111.0
3.0,614,903.0,79829.0,1274,128.0,179.0,3833.0
3.0,789,2641.0,29.0,2997,700.0,1033.0,1303.0
2.0,308,2109.0,131.0,323,815.0,355.0,4240.0
2.0,456,8270.0,189.0,1345,332.0,665.0,222.0
2.0,671,11534.0,122.0,18060,700.0,474.0,667.0
2.0,308,8062.0,1104.0,2571,700.0,1027.0,4065.0
1.0,505,13105.0,961.0,2399,700.0,2100.0,1631.0
1.0,505,8086.0,14.0,2399,128.0,910.0,739.0
3.0,700,5677.0,391.0,214,332.0,856.0,351.0
1.0,505,7076.0,1611.0,2399,349.0,265.0,576.0
1.0,505,14225.0,360.0,2399,700.0,2889.0,1789.0
1.0,505,11844.0,585.0,2399,349.0,513.0,2241.0
3.0,789,13771.0,5784.0,1936,700.0,1342.0,498.0
3.0,166,13006.0,147.0,1226,700.0,210.0,965.0
2.0,256,7760.0,2421.0,2925,561.0,152.0,1352.0
2.0,485,14530.0,1048.0,169,403.0,726.0,608.0
2.0,456,10336.0,1051.0,441,700.0,1039.0,191.0
3.0,485,8896.0,748.0,12,628.0,321.0,3.0
2.0,815,5033.0,1037.0,619,128.0,679.0,1371.0
2.0,371,10869.0,7202.0,136,691.0,953.0,1056.0
3.0,233,11164.0,2481.0,1890,349.0,205.0,4733.0
1.0,505,5366.0,149.0,2399,281.0,73.0,3915.0
1.0,505,3313.0,1284.0,2399,431.0,297.0,155.0
1.0,505,7815.0,4100.0,2399,742.0,546.0,298.0
2.0,815,7374.0,2039.0,23,149.0,297.0,141.0
3.0,783,7699.0,478.0,4447,700.0,300.0,577.0
3.0,663,10861.0,219.0,69,700.0,254.0,373.0
1.0,505,215.0,718.0,2399,815.0,261.0,17.0
3.0,750,9756.0,8053.0,317,149.0,370.0,24.0
3.0,233,13018.0,349.0,4175,256.0,1266.0,5555.0
1.0,505,1913.0,2712.0,2399,609.0,2524.0,663.0
2.0,476,6350.0,8312.0,914,700.0,677.0,1057.0
1.0,505,6965.0,206.0,2399,349.0,1204.0,558.0
1.0,505,11503.0,615.0,2399,628.0,3209.0,461.0
2.0,308,9214.0,214.0,3753,349.0,971.0,33132.0
3.0,174,9508.0,5524.0,321,256.0,738.0,268.0
1.0,505,8657.0,4524.0,2399,128.0,64.0,275.0
3.0,597,410.0,167.0,6,815.0,127.0,110.0
3.0,815,8309.0,427.0,1258,628.0,425.0,501.0
2.0,671,3723.0,3926.0,1341,281.0,371.0,70.0
2.0,485,51.0,2722.0,43,815.0,1325.0,25.0
3.0,349,6661.0,2607.0,443,700.0,838.0,253.0
3.0,815,2108.0,388.0,163,700.0,914.0,3163.0
3.0,118,6949.0,893.0,580,128.0,928.0,1405.0
3.0,349,5143.0,3928.0,872,128.0,1004.0,4780.0
1.0,505,824.0,153.0,2399,700.0,757.0,1213.0
1.0,505,7859.0,28.0,2399,128.0,481.0,1111.0
3.0,690,4211.0,2396.0,395,162.0,1385.0,1090.0
2.0,187,8144.0,1141.0,2145,727.0,174.0,883.0
1.0,505,1893.0,4592.0,2399,561.0,814.0,23.0
2.0,815,14415.0,2154.0,126,349.0,2158.0,6781.0
3.0,800,5286.0,953.0,341,349.0,921.0,950.0
2.0,700,10651.0,2440.0,874,349.0,968.0,1053.0
3.0,308,9601.0,100.0,1332,700.0,1452.0,920.0
2.0,524,334.0,7.0,10,815.0,110.0,9.0
1.0,505,11886.0,1309.0,2399,700.0,1283.0,2635.0
3.0,555,2311.0,1974.0,301,349.0,885.0,399.0
1.0,505,6374.0,60.0,2399,700.0,939.0,318.0
3.0,579,12493.0,3.0,297,700.0,332.0,395.0
2.0,349,4911.0,672.0,853,349.0,720.0,1025.0
2.0,349,14278.0,2070.0,1187,579.0,539.0,2422.0
2.0,281,10027.0,3772.0,63,144.0,1072.0,3815.0
3.0,815,4059.0,553.0,150,700.0,747.0,147.0
1.0,505,11978.0,1030.0,2399,128.0,843.0,277.0
1.0,505,3622.0,98.0,2399,149.0,194.0,2935.0
1.0,505,9358.0,50.0,2399,281.0,515.0,175.0
3.0,233,3148.0,1803.0,125,485.0,748.0,28.0
3.0,128,10791.0,495.0,379,671.0,224.0,3968.0
3.0,411,14102.0,72.0,4909,281.0,874.0,529.0
3.0,556,10942.0,183.0,618,700.0,980.0,1556.0
2.0,256,8303.0,2684.0,4283,332.0,726.0,462.0
1.0,505,6903.0,94.0,2399,680.0,2093.0,1011.0
2.0,700,279.0,527.0,263,700.0,1247.0,226.0
2.0,789,13879.0,1587.0,4542,281.0,851.0,3095.0
3.0,238,10952.0,1172.0,1909,809.0,269.0,618.0
3.0,256,966.0,413.0,1316,815.0,358.0,5908.0
3.0,134,9541.0,292.0,1324,349.0,1393.0,658.0
3.0,299,12163.0,1516.0,2984,700.0,2011.0,4139.0
3.0,233,3825.0,648.0,1288,128.0,491.0,2895.0
1.0,505,3851.0,7390.0,2399,349.0,1711.0,225.0
2.0,371,3053.0,2578.0,1527,597.0,641.0,1002.0
3.0,485,1968.0,1057.0,215,815.0,36.0,2991.0
2.0,800,8707.0,679.0,678,100.0,1245.0,334.0
1.0,505,9655.0,2630.0,2399,423.0,574.0,1016.0
3.0,257,1214.0,17129.0,13463,700.0,187.0,9163.0
1.0,505,10148.0,131.0,2399,700.0,216.0,682.0
3.0,349,927.0,1106.0,279,700.0,165.0,1263.0
1.0,505,326.0,329.0,2399,476.0,2487.0,178.0
2.0,445,11059.0,1890.0,434,431.0,475.0,262.0
2.0,349,1310.0,303.0,5143,128.0,919.0,197.0
3.0,308,3920.0,2570.0,1088,149.0,624.0,570.0
2.0,456,4246.0,7869.0,1377,102.0,641.0,889.0
1.0,505,9855.0,484.0,2399,700.0,687.0,66241.0
2.0,485,11020.0,15306.0,38,700.0,1019.0,613.0
1.0,505,10446.0,9708.0,2399,700.0,786.0,730.0
3.0,671,10508.0,1685.0,1299,609.0,1070.0,744.0
2.0,281,8854.0,1382.0,1704,468.0,671.0,96.0
3.0,671,12430.0,35177.0,4412,149.0,799.0,4076.0
1.0,505,6532.0,311.0,2399,700.0,350.0,1265.0
1.0,505,7321.0,5836.0,2399,700.0,206.0,564.0
2.0,456,3375.0,43161.0,4495,149.0,352.0,9798.0
1.0,505,1289.0,1844.0,2399,700.0,1119.0,189.0
3.0,597,4003.0,84.0,36,815.0,82.0,141.0
1.0,505,5594.0,855.0,2399,128.0,1927.0,11955.0
2.0,281,8070.0,14835.0,709,128.0,131.0,1159.0
2.0,413,1271.0,5426.0,4044,555.0,211.0,2663.0
3.0,441,9320.0,406.0,89,584.0,202.0,62.0
2.0,456,13291.0,24600.0,123,206.0,969.0,1123.0
3.0,257,67.0,34.0,1483,815.0,533.0,1653.0
1.0,505,10810.0,351.0,2399,349.0,1737.0,260.0
1.0,505,5617.0,351.0,2399,128.0,148.0,1365.0
1.0,505,5315.0,5855.0,2399,128.0,562.0,1828.0
1.0,505,13635.0,731.0,2399,308.0,483.0,16.0
3.0,256,7426.0,144.0,1403,690.0,387.0,347.0
1.0,505,6658.0,408.0,2399,349.0,901.0,1447.0
3.0,485,13440.0,7523.0,6188,128.0,789.0,1103.0
2.0,485,363.0,2525.0,6,403.0,860.0,263.0
1.0,505,1698.0,6224.0,2399,609.0,728.0,798.0
1.0,505,12656.0,362.0,2399,538.0,624.0,1197.0
1.0,505,4698.0,11928.0,2399,700.0,1003.0,184.0
3.0,128,10242.0,2414.0,883,349.0,1228.0,720.0
3.0,700,586.0,4066.0,964,700.0,305.0,1308.0
1.0,505,5646.0,4418.0,2399,308.0,442.0,1292.0
1.0,505,7458.0,4689.0,2399,431.0,459.0,111.0
2.0,398,9029.0,1220.0,492,349.0,213.0,60251.0
1.0,505,2941.0,43.0,2399,700.0,564.0,674.0
1.0,505,10257.0,73.0,2399,700.0,218.0,94.0
1.0,505,12618.0,4260.0,2399,128.0,275.0,3394.0
1.0,505,9525.0,241.0,2399,356.0,374.0,3024.0
2.0,403,6750.0,66.0,49,700.0,169.0,445.0
2.0,349,11635.0,70.0,1082,426.0,1193.0,19.0
2.0,815,3603.0,410.0,126,700.0,840.0,292.0
1.0,505,10759.0,1162.0,2399,700.0,1838.0,107.0
3.0,134,7539.0,316.0,3037,700.0,817.0,362.0
1.0,505,11619.0,1351.0,2399,700.0,2708.0,35.0
3.0,485,8253.0,33908.0,293,128.0,215.0,544.0
2.0,628,8213.0,2906.0,162,535.0,498.0,129.0
1.0,505,4333.0,29280.0,2399,206.0,1326.0,3686.0
1.0,505,3886.0,1104.0,2399,800.0,254.0,340.0
1.0,505,4965.0,765.0,2399,610.0,279.0,3139.0
2.0,349,2067.0,1043.0,141,700.0,270.0,130.0
1.0,505,11232.0,37006.0,2399,128.0,105.0,136.0
1.0,505,11970.0,22.0,2399,356.0,1565.0,1587.0
2.0,671,1119.0,5353.0,157,597.0,553.0,286.0
3.0,153,11084.0,2931.0,503,700.0,223.0,162.0
3.0,815,10906.0,4.0,1405,700.0,532.0,143.0
2.0,456,10877.0,34.0,81,700.0,1284.0,1572.0
1.0,505,5379.0,1797.0,2399,671.0,530.0,512.0
3.0,815,7139.0,932.0,339,700.0,215.0,136.0
3.0,548,3616.0,424.0,202,140.0,192.0,1395.0
3.0,349,9639.0,306.0,609,128.0,112.0,2077.0
2.0,700,11435.0,276.0,122,571.0,380.0,1271.0
2.0,485,6329.0,4514.0,7,174.0,462.0,162.0
2.0,700,562.0,2490.0,2398,349.0,662.0,1325.0
2.0,485,10709.0,576.0,619,152.0,641.0,663.0
1.0,505,2666.0,65.0,2399,485.0,372.0,1407.0
1.0,505,9040.0,1251.0,2399,128.0,321.0,119.0
1.0,505,6897.0,6072.0,2399,349.0,444.0,87.0
2.0,815,9109.0,4228.0,126,128.0,322.0,574.0
